0	G000010645	0.1	5
0	G000023985	0.1	5
0	G000019525	0.1	5
2	G000008265	0.1	5
0	G000011905	0.1	5
0	G000011565	0.1	5
1	G000015025	0.1	5
0	G000024545	0.1	5
0	G000008745	0.1	5
2	G000014285	0.1	5
0	G000010565	0.1	5
0	G000024665	0.1	5
5	G000015645	0.1	5
1	G000015805	0.1	5
1	G000025005	0.1	5
0	G000017685	0.1	5
0	G000018265	0.1	5
0	G000017465	0.1	5
0	G000024165	0.1	5
1	G000023465	0.1	5
0	G000025605	0.1	5
0	G000016345	0.1	5
0	G000023945	0.1	5
0	G000014425	0.1	5
0	G000016425	0.1	5
1	G000007925	0.1	5
0	G000025625	0.1	5
1	G000022325	0.1	5
0	G000154305	0.1	5
0	G000055785	0.1	5
0	G000026125	0.1	5
0	G000143165	0.1	5
0	G000147835	0.1	5
1	G000153725	0.1	5
0	G000153885	0.1	5
1	G000160115	0.1	5
3	G000152065	0.1	5
0	G000158935	0.1	5
0	G000154285	0.1	5
0	G000152805	0.1	5
6	G000156055	0.1	5
1	G000168775	0.1	5
1	G000158075	0.1	5
0	G000165795	0.1	5
2	G000177615	0.1	5
0	G000168715	0.1	5
0	G000171775	0.1	5
0	G000153345	0.1	5
0	G000169335	0.1	5
0	G000155875	0.1	5
0	G000168295	0.1	5
4	G000175575	0.1	5
0	G000176855	0.1	5
0	G000180175	0.1	5
0	G000169175	0.1	5
0	G000178835	0.1	5
1	G000183725	0.1	5
0	G000188195	0.1	5
0	G000180455	0.1	5
0	G000191925	0.1	5
0	G000192985	0.1	5
0	G000219175	0.1	5
0	G000190575	0.1	5
0	G000227505	0.1	5
0	G000214335	0.1	5
2	G000196355	0.1	5
0	G000213935	0.1	5
0	G000228205	0.1	5
0	G000227665	0.1	5
0	G000241465	0.1	5
0	G000240505	0.1	5
0	G000225525	0.1	5
0	G000234805	0.1	5
0	G000231445	0.1	5
2	G000242095	0.1	5
1	G000220625	0.1	5
0	G000238395	0.1	5
0	G000253295	0.1	5
0	G000237805	0.1	5
0	G000244975	0.1	5
0	G000255295	0.1	5
0	G000245015	0.1	5
0	G000243815	0.1	5
2	G000258425	0.1	5
0	G000255555	0.1	5
1	G000285795	0.1	5
0	G000285555	0.1	5
0	G000284255	0.1	5
0	G000282995	0.1	5
1	G000317245	0.1	5
0	G000297875	0.1	5
2	G000308395	0.1	5
1	G000317795	0.1	5
1	G000298375	0.1	5
0	G000304715	0.1	5
2	G000317995	0.1	5
0	G000312565	0.1	5
1	G000286115	0.1	5
0	G000320345	0.1	5
0	G000324305	0.1	5
5	G000323565	0.1	5
0	G000332255	0.1	5
0	G000312405	0.1	5
6	G000324985	0.1	5
6	G000325745	0.1	5
0	G000321165	0.1	5
4	G000331005	0.1	5
0	G000299355	0.1	5
2	G000334455	0.1	5
1	G000333455	0.1	5
0	G000332155	0.1	5
0	G000337475	0.1	5
0	G000340825	0.1	5
1	G000342725	0.1	5
0	G000350525	0.1	5
0	G000372465	0.1	5
1	G000374145	0.1	5
0	G000350605	0.1	5
0	G000372285	0.1	5
0	G000347835	0.1	5
0	G000349545	0.1	5
0	G000377785	0.1	5
0	G000374545	0.1	5
0	G000378485	0.1	5
0	G000381525	0.1	5
0	G000380565	0.1	5
0	G000378085	0.1	5
0	G000374585	0.1	5
18	G000383835	0.1	5
0	G000375545	0.1	5
0	G000383315	0.1	5
0	G000402355	0.1	5
0	G000369145	0.1	5
2	G000403455	0.1	5
0	G000384935	0.1	5
2	G000403475	0.1	5
0	G000385135	0.1	5
0	G000407605	0.1	5
0	G000411375	0.1	5
1	G000410435	0.1	5
0	G000406785	0.1	5
0	G000409815	0.1	5
0	G000415145	0.1	5
0	G000413035	0.1	5
0	G000420205	0.1	5
0	G000421605	0.1	5
0	G000416315	0.1	5
2	G000418515	0.1	5
1	G000421625	0.1	5
0	G000423025	0.1	5
0	G000422205	0.1	5
0	G000422785	0.1	5
0	G000423165	0.1	5
0	G000423745	0.1	5
1	G000431355	0.1	5
4	G000426305	0.1	5
7	G000427665	0.1	5
0	G000429785	0.1	5
0	G000431175	0.1	5
1	G000429325	0.1	5
0	G000431695	0.1	5
0	G000424445	0.1	5
0	G000424545	0.1	5
0	G000433955	0.1	5
1	G000429305	0.1	5
0	G000436895	0.1	5
0	G000436855	0.1	5
0	G000433415	0.1	5
0	G000435995	0.1	5
3	G000438455	0.1	5
0	G000463075	0.1	5
3	G000478845	0.1	5
0	G000466165	0.1	5
0	G000478645	0.1	5
0	G000501615	0.1	5
4	G000496175	0.1	5
1	G000444605	0.1	5
0	G000472605	0.1	5
1	G000495495	0.1	5
2	G000482805	0.1	5
0	G000517625	0.1	5
0	G000495505	0.1	5
8	G000512235	0.1	5
3	G000518365	0.1	5
1	G000517565	0.1	5
0	G000518205	0.1	5
0	G000480315	0.1	5
0	G000512735	0.1	5
0	G000526675	0.1	5
2	G000525675	0.1	5
0	G000500065	0.1	5
0	G000526255	0.1	5
0	G000518805	0.1	5
0	G000518685	0.1	5
0	G000531125	0.1	5
3	G000576045	0.1	5
0	G000612445	0.1	5
0	G000550765	0.1	5
1	G000621125	0.1	5
4	G000619845	0.1	5
1	G000576575	0.1	5
0	G000621665	0.1	5
0	G000621325	0.1	5
0	G000691645	0.1	5
0	G000620045	0.1	5
0	G000700905	0.1	5
0	G000712635	0.1	5
0	G000626675	0.1	5
0	G000691685	0.1	5
2	G000701465	0.1	5
0	G000691725	0.1	5
0	G000710465	0.1	5
0	G000698595	0.1	5
0	G000718015	0.1	5
0	G000709735	0.1	5
0	G000718985	0.1	5
0	G000751775	0.1	5
0	G000745395	0.1	5
3	G000746195	0.1	5
0	G000719975	0.1	5
0	G000737335	0.1	5
0	G000755385	0.1	5
0	G000756655	0.1	5
0	G000759445	0.1	5
0	G000759025	0.1	5
0	G000757725	0.1	5
1	G000759065	0.1	5
0	G000759655	0.1	5
0	G000760235	0.1	5
0	G000768705	0.1	5
0	G000760735	0.1	5
0	G000813665	0.1	5
0	G000763135	0.1	5
0	G000828915	0.1	5
2	G000767135	0.1	5
0	G000787835	0.1	5
0	G000764205	0.1	5
0	G000950575	0.1	5
0	G000816085	0.1	5
0	G000956475	0.1	5
2	G000771955	0.1	5
0	G000951135	0.1	5
0	G000934725	0.1	5
2	G000769655	0.1	5
0	G000967895	0.1	5
0	G000987765	0.1	5
0	G000961655	0.1	5
1	G000981785	0.1	5
0	G000980495	0.1	5
0	G000970285	0.1	5
1	G000989775	0.1	5
0	G000992165	0.1	5
0	G000991935	0.1	5
1	G000992365	0.1	5
0	G000992205	0.1	5
0	G000992745	0.1	5
1	G000995125	0.1	5
0	G000993305	0.1	5
3	G000998555	0.1	5
0	G000999175	0.1	5
0	G000996035	0.1	5
1	G001002345	0.1	5
0	G000994465	0.1	5
1	G001000125	0.1	5
0	G001001445	0.1	5
0	G000993595	0.1	5
6	G001000505	0.1	5
0	G000997945	0.1	5
0	G001002285	0.1	5
0	G001001925	0.1	5
0	G001003415	0.1	5
2	G001003585	0.1	5
0	G001021975	0.1	5
0	G001002405	0.1	5
0	G001005015	0.1	5
1	G001029295	0.1	5
1	G001007625	0.1	5
1	G001027925	0.1	5
1	G001015055	0.1	5
0	G001028625	0.1	5
1	G001047215	0.1	5
0	G001056295	0.1	5
1	G001189495	0.1	5
3	G001299475	0.1	5
4	G001283625	0.1	5
0	G001310395	0.1	5
2	G001316025	0.1	5
0	G001263755	0.1	5
1	G001303125	0.1	5
0	G001276615	0.1	5
0	G001310455	0.1	5
2	G001316245	0.1	5
0	G001314905	0.1	5
0	G001310815	0.1	5
